,1,2,3,4
133,10508,25434,302.9620438,2
134,38928,41474,303.0016502,2
135,9803,27785,303.8453554,2
136,310,11440,304.3994087,2
137,3822,50055,304.5242191,2
138,15361,49037,304.5406377,2
139,3714,40694,304.6374895,2
140,46575,56541,304.7654836,2
141,10376,40974,305.2097639,2
142,21364,55786,305.2916638,2
143,19850,32773,305.3931892,2
144,14464,31901,305.5912302,2
145,19640,44548,305.5977749,2
146,18075,56367,306.001634,2
147,46159,60009,306.3511058,3
148,35698,60027,306.4696831,3
149,14196,30436,307.1986328,2
150,26587,31365,307.2100259,2
151,42412,43500,307.8895906,2
152,6192,33370,308.0373354,2
153,2957,27885,308.2028553,2
154,32887,42837,308.2920693,2
155,30847,32937,309.4107303,2
156,19940,54353,309.4301214,2
157,3954,60016,309.4802094,3
158,36517,46823,309.5012116,2
159,39542,53521,309.7272994,2
160,3878,21687,309.7353709,2
161,59519,60090,309.9268731,3
162,15550,43887,309.9274109,2
163,4920,24838,309.9516091,2
164,21109,55083,310.9372927,2
165,8963,40716,310.9405088,2
166,10020,23910,311,2
167,9622,53707,311.2410641,2
168,17883,31685,311.4305701,2
169,6793,7411,311.9711525,2
170,42494,50232,312.0096152,2
171,29807,43779,312.0689026,2
172,1822,56688,312.0801179,2
173,13584,50404,312.2595075,2
174,13574,29088,312.7954603,2
175,32554,49538,312.8258301,2
176,26104,33462,312.8881589,2
177,19070,60012,313.3937885,3
178,23214,51908,313.8295716,2
179,7089,7169,313.9219648,2
180,53425,55299,314.0796077,2
181,6678,60073,314.0870368,3
182,12136,30194,314.1018943,2
183,43323,57109,314.5218593,2
184,30587,57095,314.9650774,2
185,9039,25129,315.8259014,2
186,57855,60023,315.8528138,3
187,9474,28334,315.9572756,2
188,35286,46722,316.0474648,2
189,16495,34911,316.0711945,2
190,53816,57865,316.2736157,2
191,9264,54239,316.5880604,2
192,17618,60132,316.7427979,3
193,8987,12556,316.8185601,2
194,20848,38976,316.8232946,2
195,5635,10537,316.9085041,2
196,2198,34282,317.1734541,2
197,21794,36426,317.3231791,2
198,30225,51439,317.3830493,2
199,9292,54864,317.411405,2
200,13884,14986,317.5673157,2
201,17834,36943,317.9386733,2
202,25764,49972,318.4163941,2
203,27465,50600,318.6236024,2
204,21555,55317,318.7506863,2
205,17638,33467,319.310194,2
206,35558,49899,319.6873473,2
207,7429,25448,320.1202899,2
208,39716,49068,320.1468413,2
209,1544,24628,320.1671438,2
210,24678,33992,320.2623924,2
211,7469,60030,320.5542076,3
212,10365,49811,320.7023542,2
213,38751,60019,320.7808182,3
214,7834,34179,321.0249212,2
215,28318,60071,321.027517,3
216,7240,31663,321.2444552,2
217,38226,60127,321.2506809,3
218,18541,53761,321.6473224,2
219,15277,52381,321.891286,2
220,18013,44693,322.6298188,2
221,14016,41823,322.6422167,2
222,22896,34222,322.6778579,2
223,36461,57223,323.0495318,2
224,45588,53361,323.1547617,2
225,11058,52254,323.2986236,2
226,18304,54418,323.3171817,2
227,9599,17378,323.3434706,2
228,44919,49623,323.6649502,2
229,34033,60066,323.7601993,3
230,36928,55495,323.7977764,2
231,21031,46913,323.9984568,2
232,24126,28656,324.1666238,2
233,47837,47969,324.1697086,2
234,16735,31932,324.6675222,2
235,47333,58741,324.7568321,2
236,10615,59010,324.8630481,2
237,31084,31642,324.8661263,2
238,5483,59166,324.9861536,2
239,7330,29598,325.0307678,2
240,4813,34383,325.1261294,2
241,6384,7496,325.3751681,2
242,13630,47670,325.4750374,2
243,35487,53135,325.6700785,2
244,20988,52498,325.6977126,2
245,5708,11982,325.7790662,2
246,7896,33166,326.351038,2
247,44785,50062,326.5960808,2
248,33998,41542,326.709351,2
249,56365,60121,326.8485888,3
250,2159,5023,327.1085447,2
251,37629,51529,327.3453833,2
252,16447,29679,327.3881488,2
253,27855,53321,327.4125838,2
254,15082,22848,327.4141109,2
255,31764,46334,327.4186922,2
256,12382,60108,327.4706094,3
257,45546,60069,327.4919846,3
258,28646,52342,327.5881561,2
259,32756,51417,327.6507287,2
260,46304,60136,327.775838,3
261,11883,46919,328.0121949,2
262,16805,54087,328.0868787,2
263,35266,56912,328.1021182,2
264,38455,51540,328.3945797,2
265,34980,48044,328.4235071,2
266,33924,40790,328.4600432,2
267,32677,52382,328.4661322,2
268,24782,47310,328.4843984,2
269,27746,30606,328.7065561,2
270,7609,27034,328.7232879,2
271,4390,33416,328.756749,2
272,19884,45290,328.8464687,2
273,6745,38449,328.8799173,2
274,30567,49840,329.2324407,2
275,10915,37463,329.2369967,2
276,49420,60225,329.3701059,3
277,46470,48444,329.5906552,2
278,15608,50032,329.7377746,2
279,16241,42601,329.7559704,2
280,31771,32842,329.8120677,2
281,17839,34585,330.1560237,2
282,5643,17425,330.8337951,2
283,47055,60116,330.923959,3
284,6411,29315,331.0347414,2
285,14682,34874,331.1419635,2
286,3380,39878,331.1434734,2
287,14859,45373,331.2129225,2
288,4407,40359,331.7921036,2
289,36288,39984,331.7996383,2
290,4405,57579,331.8116936,2
291,30711,42071,332.2499059,2
292,27124,57903,332.298059,2
293,32704,50472,332.3206283,2
294,4554,13648,332.4951127,2
295,6834,21292,332.5748036,2
296,8648,10180,332.7536626,2
297,10922,44966,332.7641808,2
298,28545,32718,332.9098977,2
299,13956,52078,333.1456138,2
300,53375,55415,333.2191471,2
301,31870,33268,333.2806625,2
302,27569,46185,333.4696388,2
303,7689,34173,333.9775442,2
304,25628,28906,334.1511634,2
305,2616,31784,334.206523,2
306,21737,40779,334.3456296,2
307,54094,60153,334.46076,3
308,22168,26420,334.4891628,2
309,8394,43684,334.5280257,2
310,31296,47054,334.8342874,2
311,20749,22815,334.8417537,2
312,5012,35865,334.8790827,2
313,12226,42176,334.9134216,2
314,40086,47222,334.9179004,2
315,53667,60134,335.0890429,3
316,40287,51749,335.3624904,2
317,2260,38750,335.7543745,2
318,59545,59559,336.0907616,2
319,2318,37716,336.1324144,2
320,25898,60091,336.1805071,3
321,29040,35212,336.2870797,2
322,1131,19051,336.3183016,2
323,2630,54614,336.3837095,2
324,18261,40377,336.4104636,2
325,28964,32675,336.4461324,2
326,44899,60191,336.549402,4
327,21052,57797,336.7640123,2
328,3900,26944,336.8397245,2
329,40319,43829,337.2476835,2
330,10933,54693,337.4018376,2
331,38951,60187,337.5648086,3
332,14,60013,337.6847642,3
333,53791,53887,337.927507,2
334,49588,53436,338.137546,2
335,58238,60118,338.1624363,4
336,30303,46520,338.3651873,2
337,26096,44887,338.3858744,2
338,24357,57101,338.4287222,2
339,4162,28166,338.4390639,2
340,17900,19102,338.4553146,2
341,45579,47118,338.462701,2
342,29603,60093,338.7048863,3
343,17599,27657,338.7595017,2
344,11352,53371,338.7772129,2
345,1665,58591,338.8480485,2
346,19029,23665,338.9719752,2
347,26202,59028,339.0073746,2
348,27665,46251,339.3626379,2
349,43411,59116,339.4230399,2
350,23585,39007,339.5732616,2
351,41799,43989,339.6630683,2
352,1700,38264,339.7101706,2
353,6665,30209,340.0073529,2
354,7563,16656,340.097045,2
355,37948,52882,340.1146865,2
356,17727,50661,340.124977,2
357,3464,19150,340.1264471,2
358,3800,20047,340.1778946,2
359,10006,43836,340.1970018,2
360,29518,60159,340.3155399,3
361,53833,53849,340.523127,2
362,19446,44210,340.5290002,2
363,47977,59176,340.6229587,2
364,15231,15439,340.9369443,2
365,22214,60346,341.0014663,3
366,47360,50772,341.2110784,2
367,12918,33092,341.356119,2
368,30737,55000,341.4527786,2
369,27396,32958,341.5186671,2
370,19011,52359,341.5230593,2
371,55888,56349,341.5259873,2
372,52822,58763,341.6460156,2
373,34990,57410,341.6752844,2
374,34241,60082,341.839631,3
375,17847,46342,341.8844834,2
376,35048,57268,341.9342042,2
377,4900,41248,342.2484478,2
378,51813,60178,342.3054192,3
379,13453,43705,342.3185651,2
380,42463,52368,342.5857557,2
381,1699,56423,342.6747729,2
382,49717,52531,342.6922818,2
383,31432,49076,342.7418854,2
384,29551,60006,342.7443168,3
385,2938,28804,342.7462618,2
386,44569,55644,342.7608496,2
387,23493,51888,342.9198157,2
388,9987,40610,342.9460599,2
389,39300,60057,343.1020256,3
390,16674,35496,343.1267987,2
391,18165,42894,343.1471987,2
392,45006,54876,343.190909,2
393,3966,60210,343.3110834,4
394,20888,44556,343.4195685,2
395,678,54384,343.6509857,2
396,21090,52622,343.6859031,2
397,32224,60168,343.9680218,3
398,3996,34470,344.0174414,2
399,14224,17782,344.2775043,2
400,32392,53351,344.2876704,2
401,59207,60227,344.3965737,3
402,18993,19071,344.4110916,2
403,5479,60242,344.5581712,3
404,42974,60171,344.6863308,3
405,20829,39169,344.688265,2
406,3431,35945,344.6926167,2
407,18407,18409,344.7433828,2
408,41418,52334,344.9884056,2
409,32855,52614,345.0840477,2
410,20066,40682,345.2115294,2
411,10662,38388,345.2738044,2
412,43053,43905,345.744125,2
413,34017,52819,345.8019664,2
414,24824,47868,346.0505743,2
415,16325,18761,346.0592435,2
416,4387,48537,346.1170322,2
417,13090,16012,346.235469,2
418,34617,56057,346.3480908,2
419,3155,27681,346.3870667,2
420,1627,31427,346.5977496,2
421,11509,32179,346.6641026,2
422,919,43339,346.7794688,2
423,28322,46434,346.8284879,2
424,26409,59247,346.93227,2
425,2667,43577,346.9365936,2
426,21942,53662,347.0086454,2
427,21741,57761,347.0806823,2
428,17554,55768,347.230471,2
429,48326,49008,347.4636672,2
430,56903,60230,347.4665452,3
431,32332,54968,347.6003452,2
432,3889,32462,347.6923928,2
433,24762,46747,348.1896035,2
434,33084,56764,348.3948909,2
435,11312,44198,348.5312038,2
436,24397,53787,348.6144002,2
437,60085,60144,348.7577956,4
438,454,18372,348.7893347,2
439,26182,49941,348.8223043,2
440,24800,46276,349.1733094,2
441,55031,56689,349.1904924,2
442,18980,20131,349.3379453,2
443,19526,36831,349.3479641,2
444,51900,52627,349.4238114,2
445,11061,24793,349.5897596,2
446,31081,51033,349.6641246,2
447,53058,60024,349.6927223,3
448,25981,60098,349.7098798,3
449,21171,59156,349.7513402,2
450,1017,43971,349.8199537,2
451,6822,16614,349.8499678,2
452,43071,60011,350.0314272,3
453,20556,52278,350.2227862,2
454,45641,60062,350.246104,3
455,28187,44633,350.3940639,2
456,747,31245,350.6764891,2
457,29556,39012,350.776282,2
458,57014,57222,350.8176164,2
459,5814,45858,350.9045454,2
460,50273,54607,350.9173692,2
461,47817,60194,350.9905032,3
462,19598,58377,351.1452691,2
463,30031,60332,351.1898822,3
464,15392,60238,351.2382857,3
465,11968,53780,351.2847848,2
466,12356,21744,351.4128626,2
467,871,2393,351.4342044,2
468,16694,25842,351.4783066,2
469,15380,37518,351.4911094,2
470,54816,57816,351.6660348,2
471,33850,45730,351.9715898,2
472,58737,60125,351.9910037,3
473,32710,54974,352.1519558,2
474,3971,31375,352.3151998,2
475,1002,5648,352.4301349,2
476,4294,14874,352.5067375,2
477,21818,52220,352.6513859,2
478,16265,42893,352.6556394,2
479,34566,58253,352.7690463,2
480,35009,43267,352.7803849,2
481,23134,42740,352.8668304,2
482,23477,45572,352.8994191,2
483,53103,57571,352.920671,2
484,18833,56149,352.9320048,2
485,14995,60017,352.9504214,3
486,5824,60303,352.9990557,3
487,18074,42518,353.0821434,2
488,24436,52031,353.1062163,2
489,40802,57998,353.1076323,2
490,26610,29615,353.1812566,2
491,18801,33005,353.2010759,2
492,52056,53593,353.2194785,2
493,4696,5234,353.2477884,2
494,26487,53871,353.4091114,2
495,15451,32204,353.4685276,2
496,36594,60020,353.5703607,3
497,17032,24932,353.6679233,2
498,30848,31377,353.7569787,2
499,32921,58181,353.7767658,2
500,7222,35552,353.8799231,2
501,38039,43490,353.8841618,2
502,28568,47388,354.0649658,2
503,22788,38384,354.076263,2
504,8330,45790,354.3063646,2
505,30667,58789,354.5306757,2
506,51397,54479,354.6138745,2
507,30126,47777,354.6336137,2
508,33188,39072,354.643483,2
509,38516,50667,354.7506166,2
510,1354,30898,354.7914881,2
511,28961,35587,355.0408427,2
512,19898,46461,355.0957617,2
513,72,56744,355.1774205,2
514,30261,34269,355.198536,2
515,50951,57599,355.202759,2
516,21476,27409,355.2055743,2
517,8970,60317,355.316291,3
518,24996,34261,355.6107422,2
519,11433,18393,355.7597504,2
520,37828,56605,355.8946473,2
521,28130,47644,355.9648859,2
522,21446,41954,356.0070224,2
523,53409,55499,356.0323019,2
524,6568,13785,356.0660051,2
525,604,12158,356.0744304,2
526,1242,17856,356.3705936,2
527,8506,48126,356.3930415,2
528,11387,60078,356.4028619,3
529,27205,51563,356.4056677,2
530,21554,22349,356.5613552,2
531,6701,18359,356.7744385,2
532,25696,55714,357.0756222,2
533,12578,42531,357.1008261,2
534,11248,31829,357.2156212,2
535,18863,36509,357.2939966,2
536,29068,40190,357.3681575,2
537,57603,60219,357.3858792,3
538,7912,28792,357.5611836,2
539,10863,52569,357.6786267,2
540,40399,60183,357.7014584,3
541,19068,60163,357.7270841,3
542,6209,55825,357.7722739,2
543,45927,60089,358.03538,3
544,10290,12798,358.115903,2
545,53726,56114,358.4299095,2
546,12811,56506,358.6377002,2
547,11418,12722,358.657218,2
548,4772,14126,358.9359274,2
549,53805,59527,359.0167127,2
550,38968,53427,359.0278541,2
551,38558,42332,359.0334246,2
552,19968,53004,359.0501358,2
553,36786,43879,359.3174084,2
554,25436,38465,359.3452379,2
555,4190,46302,359.5052155,2
556,276,10638,359.6428784,2
557,27871,36955,359.7137751,2
558,42602,51010,360.2610165,2
559,11268,19516,360.6494143,2
560,19090,60508,360.7824829,3
561,17650,22812,360.8406851,2
562,25003,29840,360.9806089,2
563,24470,60268,361.1112479,3
564,12878,20898,361.3308733,2
565,36933,60363,361.3926766,3
566,47229,50979,361.4692241,2
567,5756,25118,361.5356137,2
568,9734,35737,361.5950774,2
569,13967,30043,361.646236,2
570,44679,47905,361.6863282,2
571,35507,51305,361.7277982,2
572,24122,53792,361.8480344,2
573,11043,60061,361.8710636,3
574,38159,53599,361.9751373,2
575,8373,20787,362.0497203,2
576,14860,30628,362.0897679,2
577,20443,38225,362.1505212,2
578,8989,60064,362.1965396,3
579,6718,58161,362.4224055,2
580,10556,53664,362.5162065,2
581,5271,9975,362.7726561,2
582,14516,15962,362.789195,2
583,20475,53899,362.8484532,2
584,7027,45063,362.8856569,2
585,18452,41805,362.962808,2
586,6775,60038,363.0045913,3
587,49338,55279,363.0468289,2
588,50498,55707,363.1225688,2
589,4300,34612,363.2161891,2
590,27013,54269,363.2299547,2
591,7040,28522,363.2822594,2
592,49246,60102,363.3033627,3
593,5675,43583,363.3125376,2
594,5176,34513,363.5189129,2
595,39462,55150,363.5656749,2
596,26812,40148,363.6358068,2
597,397,891,363.6440567,2
598,2316,40848,363.6523065,2
599,1658,14953,363.6688054,2
600,9837,57381,363.6825539,2
601,31001,52575,363.7966465,2
602,6244,18360,363.8639856,2
603,26459,60583,363.9166571,3
604,15271,57711,364.0206038,2
605,951,57521,364.1442022,2
606,35244,50914,364.1661709,2
607,1132,9110,364.3226592,2
608,34008,42401,364.3638292,2
609,9288,18115,364.4310634,2
610,12336,47236,364.5147459,2
611,33176,60205,364.6441187,3
612,18339,31282,364.7834974,2
613,25899,60385,364.9698618,3
614,48254,60335,364.9707751,3
615,10971,24771,365.1520231,2
616,45182,60111,365.1556746,3
617,24900,31286,365.1643466,2
618,3540,13840,365.2026835,2
619,43085,53518,365.2656567,2
620,9136,16932,365.3532537,2
621,40362,42102,365.4216742,2
622,32986,41524,365.4463025,2
623,3592,19176,365.5940372,2
624,39857,60166,365.6131836,3
625,51051,55931,365.6200213,2
626,7553,56308,365.7212053,2
627,9907,59530,365.7444463,2
628,6613,20611,365.7458134,2
629,11272,35436,365.7512816,2
630,13006,59705,365.8032258,2
631,46113,57778,365.8045926,2
632,12680,20456,365.9576478,2
633,17812,28521,366.0027322,2
634,39484,43784,366.0682996,2
635,21178,50652,366.289503,2
636,19136,42279,366.3168028,2
637,60034,60152,366.3208976,4
638,42348,60382,366.4150652,3
639,7656,33706,366.4682797,2
640,37802,45363,366.6006001,2
641,5128,48860,366.6224216,2
642,5520,7116,366.6660606,2
643,10624,60341,366.8282977,4
644,33869,38847,366.8896292,2
645,23295,60211,366.903257,3
646,6122,57160,366.918247,2
647,2695,5075,366.9945504,2
648,36095,57094,367.1062516,2
649,39950,56768,367.2859921,2
650,2047,59854,367.3213852,2
651,31864,55306,367.4139355,2
652,36030,37579,367.5146256,2
653,17260,33580,367.715923,2
654,15974,36388,367.7376782,2
655,57829,60304,367.8940065,3
656,11326,26174,367.9116742,2
657,31265,41607,367.9307,2
658,32358,33480,368.0652116,2
659,3755,42911,368.0787959,2
660,24352,35699,368.1616493,2
661,15240,53891,368.173872,2
662,35761,60197,368.2607772,3
663,23854,26559,368.4128119,2
664,26539,52309,368.6678722,2
665,10907,29811,368.8129607,2
666,9354,26604,369.1503759,2
667,24634,36864,369.3724408,2
668,14414,60181,369.459064,3
669,42644,50068,369.6119587,2
670,15888,16946,369.6403658,2
671,20459,22419,369.687706,2
672,42044,43316,369.7188121,2
673,45092,56338,369.7931854,2
674,43131,44891,369.8215786,2
675,16779,59984,369.8405062,2
676,31061,60010,369.9078714,4
677,42859,60100,370.0517982,3
678,27461,32577,370.1324087,2
679,40147,60157,370.1778852,3
680,60003,60496,370.2121014,4
681,59773,60105,370.2278578,3
682,20674,50158,370.3133808,2
683,50083,59498,370.3241823,2
684,23862,26960,370.3376837,2
685,44511,58985,370.6750599,2
686,309,11939,370.7735158,2
687,31420,58082,371,2
688,24208,39328,371.0296484,2
689,1838,12212,371.0498619,2
690,17846,24366,371.2276929,2
691,47721,60340,371.2595678,3
692,27064,29902,371.4067851,2
693,14906,23182,371.4713986,2
694,31012,35792,371.6100106,2
695,20302,44524,371.7014931,2
696,17473,36469,371.7149445,2
697,23954,32530,371.7862289,2
698,12883,45254,371.9556425,2
699,408,50646,371.9623637,2
700,18792,36520,372.0752612,2
701,13581,42205,372.1720032,2
702,7315,35907,372.2579751,2
703,25666,46518,372.2660339,2
704,26802,28378,372.3090114,2
705,7938,28094,372.3479555,2
706,35108,50709,372.4405993,2
707,33769,46915,372.5305357,2
708,21991,52451,372.5801927,2
709,21460,50864,372.7371728,2
710,23892,38806,372.7572937,2
711,32378,56291,372.7693657,2
712,40276,53178,372.8243554,2
713,11135,52731,372.8377663,2
714,23342,46850,372.8860416,2
715,43553,60086,373.0017873,3
716,24714,50647,373.1541237,2
717,15255,16691,373.1809213,2
718,40999,45651,373.5063587,2
719,20409,52395,373.5665938,2
720,52758,53468,373.573286,2
721,12241,56025,373.666964,2
722,3145,28484,373.7017527,2
723,47796,60176,373.7965133,4
724,50249,60046,373.8234878,3
725,33725,41750,373.9344862,2
726,5107,28291,373.9719241,2
727,27207,31640,374.0962443,2
728,8456,34493,374.1082731,2
729,4585,60179,374.1363388,3
730,40504,58702,374.2151787,2
731,15020,41210,374.2579324,2
732,40983,50589,374.3634598,2
733,24933,43033,374.3995192,2
734,2906,3926,374.510347,2
735,6488,25428,374.5931126,2
736,52444,54340,374.6344885,2
737,1680,60252,374.8488584,3
738,53040,60096,375.0817689,3
739,3418,49440,375.0879897,2
740,8053,11533,375.1333096,2
741,26263,43269,375.1839549,2
742,7131,52657,375.1866202,2
743,18741,55080,375.2012793,2
744,11543,51833,375.2066097,2
745,32824,54773,375.2372583,2
746,7973,48441,375.330521,2
747,21379,34423,375.4264242,2
748,25600,43578,375.5968583,2
749,55417,60048,375.6931372,3
750,20394,55155,376.0425508,2
751,12441,54019,376.0850968,2
752,16228,60083,376.1940988,3
753,52741,60415,376.248588,3
754,8194,27354,376.3907544,2
755,18640,26774,376.478419,2
756,10110,30335,376.5740299,2
757,16885,30649,376.6576695,2
758,15353,60367,376.8032201,3
759,33942,38684,376.8102971,2
760,809,47097,376.8156048,2
761,9815,18781,376.8169317,2
762,38769,47259,376.879291,2
763,6366,28300,376.9310282,2
764,648,17938,376.9429665,2
765,30789,58171,377.0928268,2
766,48024,48956,377.1060859,2
767,48131,56779,377.2770865,2
768,12407,43197,377.5049669,2
769,51801,59199,377.516887,2
770,3045,36071,377.5380775,2
771,46855,50207,377.9603154,2
772,23308,52020,378.0502612,2
773,30749,60542,378.402123,4
774,14858,56016,378.5498646,2
775,1238,33190,378.6528753,2
776,11178,52362,378.9036817,2
777,3197,6229,378.9353507,2
778,18800,37531,378.9393091,2
779,5304,50850,379.0105539,2
780,13556,58909,379.0461713,2
781,2937,36433,379.0659573,2
782,290,12362,379.211023,2
783,33012,60540,379.281338,4
784,27388,60107,379.3331869,3
785,18400,23302,379.3586693,2
786,1065,57906,379.519433,2
787,44493,48127,379.8117955,2
788,14812,22330,379.8275925,2
789,50023,60597,380.0258763,3
790,18565,28569,380.0328933,2
791,39849,57661,380.1105102,2
792,24341,43469,380.1118257,2
793,8992,55262,380.3853309,2
794,21465,60040,380.7702719,3
795,7138,22748,380.7715851,2
796,14651,14759,381.0183723,2
797,10803,52187,381.0446168,2
798,36297,41852,381.0931645,2
799,50333,60387,381.1054097,3
800,4467,58052,381.1456415,2
801,29288,57960,381.2492623,2
802,12434,27410,381.2571311,2
803,34272,45690,381.4210272,2
804,1118,23348,381.4616626,2
805,45221,60467,381.4904979,3
806,10318,20828,381.6700145,2
807,7039,29125,381.7027639,2
808,10404,20298,381.7158629,2
809,10983,24487,381.7197925,2
810,11047,14575,381.8887272,2
811,7020,60156,382.0019633,4
812,42769,47991,382.0104711,2
813,26390,38682,382.0287947,2
814,51742,59596,382.0772173,2
815,19510,43927,382.2002093,2
816,31862,45665,382.2224483,2
817,45220,57022,382.2839259,2
818,38538,46539,382.3467013,2
819,10342,34938,382.3963912,2
820,44296,60326,382.4578408,3
821,13227,35621,382.5205877,2
822,20231,35430,382.7009276,2
823,34215,59586,382.7688598,2
824,15684,27300,382.8263314,2
825,4186,41748,382.8681235,2
826,15557,53041,383.1083398,2
827,22656,53714,383.2936211,2
828,4944,52032,383.3079702,2
829,27886,32597,383.5035854,2
830,10834,23219,383.6443666,2
831,3771,52262,383.6730379,2
832,46601,60478,383.6917165,3
833,9121,16950,383.8958192,2
834,27831,58286,384.0026042,2
835,46468,60195,384.0481741,3
836,25697,30337,384.0546836,2
837,42899,50501,384.1158679,2
838,40263,53842,384.1731381,2
839,8903,32879,384.1939614,2
840,4069,19400,384.216085,2
841,20803,39533,384.3383926,2
842,51772,57740,384.3839227,2
843,18316,58889,384.3969303,2
844,28822,38528,384.4125388,2
845,5966,11604,384.443754,2
846,9942,37563,384.4879712,2
847,45677,60267,384.5352173,3
848,269,60444,384.5746568,3
849,60036,60182,384.7265262,4
850,25235,52693,384.8142409,2
851,28000,49260,384.8843982,2
852,17538,43761,384.8960899,2
853,35897,60545,384.9298637,3
854,12671,37405,385.0701235,2
855,23511,41824,385.1038821,2
856,19917,54552,385.12855,2
857,6747,37598,385.1636016,2
858,19139,38683,385.2116301,2
859,14734,60257,385.3647623,3
860,43813,48949,385.4594661,2
861,45659,56633,385.648804,2
862,22025,57340,385.6967721,2
863,6647,60088,385.7248588,3
864,4971,52082,385.7926904,2
865,33069,47019,385.8613741,2
866,6558,60175,385.8890169,3
867,22831,24279,385.9326366,2
868,30389,60000,385.9926597,3
869,14685,15898,385.9974093,2
870,36457,60328,386.0880729,3
871,9960,60625,386.2399945,3
872,4766,46507,386.2434465,2
873,6785,15435,386.5087321,2
874,23740,60660,386.5557312,3
875,25794,44366,386.5863422,2
876,31494,33140,386.5902223,2
877,6020,60035,386.6436775,3
878,2599,57287,386.7053142,2
879,25274,30869,386.7182437,2
880,33183,60565,386.8212335,3
881,13266,60149,386.8841342,3
